"county"	"total"	"thai_num"	"thai_per"	"thai_vwell"	"thai_vwell_per"	"thai_less"	"thai_less_per"	"engagement"	"environment"	"health"	"housing"	"neighborhood"	"opportunity"	"transportation"
"Mesa County, Colorado"	904	39	0.043141592920354	0	0	31	0.794871794871795	53	45	61	48	44	44	63
"Mineral County, Colorado"	1	0	0	0	NA	0	NA	100	60	71	40	21	0	63
"Moffat County, Colorado"	115	0	0	0	NA	0	NA	60	78	46	52	39	54	55
"Montezuma County, Colorado"	111	0	0	12	Inf	0	NA	54	76	53	53	35	35	47
"Montrose County, Colorado"	210	0	0	0	NA	0	NA	54	57	52	51	38	47	56
"Morgan County, Colorado"	34	12	0.352941176470588	0	0	0	0	52	45	38	56	46	58	48
"Otero County, Colorado"	178	0	0	0	NA	0	NA	63	41	28	60	39	44	51
"Ouray County, Colorado"	5	0	0	0	NA	0	NA	94	60	69	25	27	53	43
"Park County, Colorado"	92	0	0	0	NA	0	NA	57	66	52	34	28	76	47
"Phillips County, Colorado"	33	0	0	0	NA	0	NA	57	60	38	59	37	63	69
"Pitkin County, Colorado"	177	0	0	0	NA	0	NA	86	70	86	51	35	44	52
"Prowers County, Colorado"	61	0	0	0	NA	0	NA	50	54	29	62	41	36	54
"Pueblo County, Colorado"	1183	41	0.0346576500422654	15	0.365853658536585	26	0.634146341463415	48	71	55	53	40	46	58
"Rio Blanco County, Colorado"	42	0	0	0	NA	0	NA	72	74	50	52	39	74	49
"Rio Grande County, Colorado"	41	0	0	0	NA	0	NA	66	52	46	61	39	44	48
"Routt County, Colorado"	291	1	0.00343642611683849	0	0	0	0	79	59	78	41	35	66	53
"Saguache County, Colorado"	31	0	0	0	NA	0	NA	39	61	46	61	27	19	61
"San Juan County, Colorado"	10	0	0	0	NA	0	NA	55	80	46	39	24	50	41
"San Miguel County, Colorado"	91	0	0	0	NA	0	NA	83	78	80	57	33	51	63
"Sedgwick County, Colorado"	24	0	0	0	NA	0	NA	84	60	24	67	33	31	34
"Summit County, Colorado"	329	0	0	0	NA	0	NA	58	73	90	45	35	58	40
"Teller County, Colorado"	233	15	0.0643776824034335	0	0	0	0	82	62	68	39	39	49	54
"Washington County, Colorado"	6	0	0	0	NA	0	NA	48	46	41	51	31	43	55
"Weld County, Colorado"	3496	196	0.0560640732265446	15	0.076530612244898	66	0.336734693877551	43	53	52	43	48	45	49
"Yuma County, Colorado"	14	0	0	0	NA	0	NA	58	58	46	56	38	55	56
"Fairfield County, Connecticut"	45560	262	0.00575065847234416	232	0.885496183206107	147	0.561068702290076	64	46	68	52	56	42	42
"Hartford County, Connecticut"	41814	185	0.00442435547902616	85	0.459459459459459	21	0.113513513513514	62	58	54	54	54	58	42
"Litchfield County, Connecticut"	3343	15	0.00448698773556686	0	0	3	0.2	73	63	56	42	46	46	39
"Middlesex County, Connecticut"	4527	90	0.0198807157057654	58	0.644444444444444	22	0.244444444444444	68	48	62	35	50	69	35
"New Haven County, Connecticut"	32080	628	0.0195760598503741	185	0.294585987261146	274	0.436305732484076	55	53	53	44	52	49	40
"New London County, Connecticut"	11690	130	0.0111206159110351	28	0.215384615384615	73	0.561538461538462	63	50	52	49	48	57	30
"Tolland County, Connecticut"	5401	91	0.0168487317163488	51	0.56043956043956	40	0.43956043956044	47	52	57	42	50	75	41
"Windham County, Connecticut"	1427	54	0.0378416257883672	0	0	29	0.537037037037037	57	64	46	51	47	30	39
"Kent County, Delaware"	3424	64	0.0186915887850467	40	0.625	23	0.359375	45	49	40	51	40	57	52
"New Castle County, Delaware"	26119	71	0.00271832765419809	37	0.52112676056338	21	0.295774647887324	57	29	59	52	56	48	52
"Sussex County, Delaware"	2202	36	0.0163487738419619	0	0	23	0.638888888888889	51	49	40	52	33	44	50
"District of Columbia, District of Columbia"	22785	555	0.0243581303489138	92	0.165765765765766	230	0.414414414414414	86	32	60	69	69	20	75
"Alachua County, Florida"	13951	223	0.0159845172389076	98	0.439461883408072	101	0.452914798206278	54	58	32	53	41	29	55
"Baker County, Florida"	163	16	0.098159509202454	0	0	16	1	47	76	33	41	35	56	33
"Bay County, Florida"	3482	203	0.0582998276852384	48	0.236453201970443	60	0.295566502463054	68	49	33	52	37	51	50
"Bradford County, Florida"	118	0	0	0	NA	0	NA	48	55	13	47	33	25	39
"Brevard County, Florida"	12200	505	0.0413934426229508	193	0.382178217821782	345	0.683168316831683	55	44	43	59	42	47	42
"Broward County, Florida"	62158	943	0.0151710157984491	249	0.264050901378579	466	0.494167550371156	51	41	57	34	54	38	52
"Calhoun County, Florida"	92	0	0	0	NA	0	NA	55	60	2	55	32	41	44
"Charlotte County, Florida"	2031	91	0.0448055145248646	0	0	0	0	57	49	46	49	38	28	46
"Citrus County, Florida"	2206	6	0.00271985494106981	0	0	6	1	55	62	34	45	35	28	46
"Clay County, Florida"	6015	59	0.00980881130507066	27	0.457627118644068	0	0	62	44	45	35	43	61	48
"Collier County, Florida"	4207	91	0.021630615640599	155	1.7032967032967	33	0.362637362637363	54	53	60	52	42	19	49
"Columbia County, Florida"	424	17	0.0400943396226415	17	1	17	1	47	62	22	51	33	38	33
"DeSoto County, Florida"	196	0	0	0	NA	0	NA	38	45	17	52	31	31	45
"Dixie County, Florida"	53	0	0	0	NA	0	NA	41	30	10	37	22	22	42
"Duval County, Florida"	37316	871	0.0233411941258441	601	0.690011481056257	362	0.415614236509759	70	49	46	50	43	42	46
"Escambia County, Florida"	8795	81	0.00920977828311541	33	0.407407407407407	2	0.0246913580246914	70	64	38	55	39	48	44
"Flagler County, Florida"	2339	50	0.0213766566908935	0	0	18	0.36	49	62	41	38	37	34	41
"Franklin County, Florida"	73	15	0.205479452054795	3	0.2	12	0.8	67	36	32	59	27	34	47
"Gadsden County, Florida"	255	0	0	0	NA	0	NA	61	57	23	61	31	40	46
"Gilchrist County, Florida"	39	0	0	0	NA	0	NA	36	60	16	46	33	52	35
"Glades County, Florida"	65	1	0.0153846153846154	1	1	0	0	43	42	16	49	27	13	37
"Gulf County, Florida"	176	0	0	0	NA	0	NA	48	38	33	54	33	37	44
"Hamilton County, Florida"	42	0	0	0	NA	0	NA	29	64	18	60	29	42	33
"Hardee County, Florida"	274	0	0	0	NA	0	NA	50	60	27	55	33	27	34
"Hendry County, Florida"	323	3	0.00928792569659443	0	0	3	1	38	60	29	49	32	28	43
"Hernando County, Florida"	1792	112	0.0625	8	0.0714285714285714	126	1.125	46	50	30	44	39	32	30
"Highlands County, Florida"	1438	59	0.041029207232267	0	0	17	0.288135593220339	55	52	31	54	35	26	49
"Hillsborough County, Florida"	45878	1118	0.0243689785954052	398	0.355992844364937	491	0.4391771019678	64	41	48	36	52	42	49
"Holmes County, Florida"	40	0	0	0	NA	0	NA	45	80	15	53	30	35	35
"Indian River County, Florida"	1655	77	0.0465256797583082	56	0.727272727272727	37	0.480519480519481	60	71	53	52	39	22	60
"Jackson County, Florida"	316	25	0.0791139240506329	0	0	0	0	50	44	22	60	29	41	35
"Jefferson County, Florida"	0	0	NA	0	NA	0	NA	61	56	28	56	30	34	29
"Lafayette County, Florida"	5	0	0	0	NA	0	NA	46	60	11	49	29	16	43
"Lake County, Florida"	5685	27	0.00474934036939314	42	1.55555555555556	34	1.25925925925926	54	53	34	48	39	52	42
"Lee County, Florida"	10098	368	0.0364428599722717	197	0.535326086956522	113	0.307065217391304	50	68	47	51	43	24	54
"Leon County, Florida"	8838	21	0.00237610319076714	0	0	15	0.714285714285714	77	63	48	51	42	35	60
"Levy County, Florida"	157	0	0	0	NA	0	NA	54	47	17	53	27	24	38
"Liberty County, Florida"	44	0	0	0	NA	0	NA	33	50	20	43	29	40	41
"Madison County, Florida"	26	0	0	0	NA	0	NA	42	59	15	60	27	28	37
"Manatee County, Florida"	5797	172	0.0296705192340866	48	0.27906976744186	0	0	59	70	52	47	41	29	46
"Marion County, Florida"	4705	146	0.0310308182784272	51	0.349315068493151	0	0	52	61	34	47	37	33	46
"Martin County, Florida"	1429	79	0.0552834149755073	53	0.670886075949367	0	0	63	37	62	43	42	22	43
"Miami-Dade County, Florida"	41005	1251	0.0305084745762712	568	0.454036770583533	547	0.437250199840128	NA	NA	NA	NA	NA	NA	NA
"Monroe County, Florida"	746	83	0.111260053619303	14	0.168674698795181	29	0.349397590361446	82	52	70	49	35	26	46
"Nassau County, Florida"	699	18	0.0257510729613734	54	3	11	0.611111111111111	70	48	47	40	37	57	39
"Okaloosa County, Florida"	5762	665	0.115411315515446	515	0.774436090225564	268	0.403007518796992	75	55	46	45	40	57	46
"Okeechobee County, Florida"	350	39	0.111428571428571	14	0.358974358974359	39	1	36	39	22	45	30	25	41
"Orange County, Florida"	60313	1251	0.0207417969591962	730	0.583533173461231	435	0.347721822541966	58	51	51	38	43	47	36
"Osceola County, Florida"	7690	99	0.0128738621586476	111	1.12121212121212	7	0.0707070707070707	50	41	31	36	39	64	42
"Palm Beach County, Florida"	33688	1282	0.0380550938019473	540	0.421216848673947	620	0.483619344773791	53	55	58	27	46	30	40
"Pasco County, Florida"	10715	245	0.0228651423238451	69	0.281632653061224	90	0.36734693877551	58	60	37	29	42	27	34
"Pinellas County, Florida"	28733	996	0.0346639752201302	244	0.244979919678715	386	0.387550200803213	63	61	55	36	52	37	57
"Polk County, Florida"	10449	420	0.0401952339936836	136	0.323809523809524	125	0.297619047619048	55	60	31	47	40	40	43
"Putnam County, Florida"	473	39	0.0824524312896406	0	0	39	1	49	61	23	59	27	24	43
"St. Johns County, Florida"	4285	5	0.00116686114352392	0	0	5	1	79	41	53	33	41	49	44
"St. Lucie County, Florida"	4525	88	0.0194475138121547	13	0.147727272727273	82	0.931818181818182	43	57	39	45	41	29	53
"Santa Rosa County, Florida"	3113	81	0.0260199164792804	21	0.259259259259259	57	0.703703703703704	64	48	44	37	42	42	40
"Sarasota County, Florida"	5732	181	0.0315771109560363	84	0.464088397790055	77	0.425414364640884	70	66	60	49	45	27	56
"Seminole County, Florida"	17336	71	0.00409552376557453	0	0	10	0.140845070422535	58	59	56	30	47	56	40
"Sumter County, Florida"	813	0	0	0	NA	0	NA	55	57	29	46	40	43	46
"Suwannee County, Florida"	123	25	0.203252032520325	0	0	0	0	55	56	16	56	29	28	35
"Taylor County, Florida"	55	0	0	0	NA	0	NA	42	36	26	55	30	40	45
"Union County, Florida"	105	0	0	0	NA	0	NA	26	60	9	52	34	51	38
"Volusia County, Florida"	8396	240	0.028585040495474	226	0.941666666666667	104	0.433333333333333	54	49	39	49	40	29	42
"Wakulla County, Florida"	141	0	0	0	NA	0	NA	52	76	33	39	33	63	43
"Walton County, Florida"	650	122	0.187692307692308	54	0.442622950819672	54	0.442622950819672	58	32	38	42	30	39	38
"Washington County, Florida"	40	7	0.175	7	1	0	0	46	35	7	50	30	45	37
"Appling County, Georgia"	165	0	0	0	NA	0	NA	55	59	14	60	31	37	38
"Atkinson County, Georgia"	0	0	NA	0	NA	0	NA	31	55	10	63	28	24	36
"Bacon County, Georgia"	138	0	0	0	NA	0	NA	32	60	24	69	32	41	38
"Baker County, Georgia"	0	0	NA	0	NA	0	NA	34	60	14	46	32	0	42
"Baldwin County, Georgia"	701	18	0.0256776034236805	0	0	0	0	42	60	30	56	32	28	47
"Banks County, Georgia"	224	6	0.0267857142857143	0	0	0	0	45	58	31	39	30	36	33
"Barrow County, Georgia"	2480	4	0.00161290322580645	0	0	3	0.75	37	49	37	31	38	59	37
"Bartow County, Georgia"	743	10	0.0134589502018843	0	0	0	0	46	45	31	51	35	52	31
"Ben Hill County, Georgia"	4	0	0	0	NA	0	NA	26	60	13	64	39	39	53
"Berrien County, Georgia"	112	4	0.0357142857142857	0	0	0	0	30	60	10	54	30	26	43
"Bibb County, Georgia"	2599	0	0	7	Inf	0	NA	60	63	39	64	37	34	37
"Bleckley County, Georgia"	74	17	0.22972972972973	17	1	0	0	38	36	17	58	31	17	46
"Brantley County, Georgia"	110	0	0	0	NA	0	NA	27	60	23	49	28	25	33
"Brooks County, Georgia"	70	0	0	0	NA	0	NA	40	48	26	58	27	14	36
"Bryan County, Georgia"	658	0	0	0	NA	0	NA	54	27	54	45	36	62	47
"Bulloch County, Georgia"	1219	2	0.00164068908941756	0	0	2	1	34	55	29	56	33	25	44
"Burke County, Georgia"	32	0	0	0	NA	0	NA	36	60	33	67	24	39	33
"Butts County, Georgia"	113	0	0	0	NA	0	NA	31	59	12	39	34	54	37
"Calhoun County, Georgia"	42	0	0	0	NA	0	NA	35	60	13	63	29	0	48
"Camden County, Georgia"	684	42	0.0614035087719298	42	1	0	0	51	57	29	54	36	42	47
"Candler County, Georgia"	201	0	0	0	NA	0	NA	31	60	5	58	29	32	33
"Carroll County, Georgia"	984	0	0	0	NA	0	NA	39	30	48	41	35	48	39
"Catoosa County, Georgia"	879	0	0	0	NA	0	NA	54	42	39	43	40	64	47
"Charlton County, Georgia"	19	0	0	0	NA	0	NA	18	80	17	56	32	30	41
"Chatham County, Georgia"	7018	125	0.0178113422627529	32	0.256	55	0.44	59	52	49	54	42	34	61
"Chattahoochee County, Georgia"	347	0	0	0	NA	0	NA	14	59	34	34	46	56	59
"Chattooga County, Georgia"	135	3	0.0222222222222222	0	0	3	1	42	62	23	62	38	37	45
"Cherokee County, Georgia"	3819	96	0.0251374705420267	87	0.90625	15	0.15625	44	38	55	41	48	60	42
"Clarke County, Georgia"	5011	102	0.0203552185192576	27	0.264705882352941	0	0	48	53	51	62	41	21	61
"Clay County, Georgia"	0	0	NA	0	NA	0	NA	40	61	20	66	38	32	40
"Clayton County, Georgia"	13344	163	0.0122152278177458	79	0.484662576687117	74	0.45398773006135	31	73	36	31	42	42	38
"Clinch County, Georgia"	18	0	0	0	NA	0	NA	41	59	16	71	30	51	43
"Cobb County, Georgia"	34205	273	0.00798128928519222	72	0.263736263736264	67	0.245421245421245	48	58	64	35	51	46	41
"Coffee County, Georgia"	275	0	0	0	NA	0	NA	39	78	24	60	30	44	44
"Colquitt County, Georgia"	32	0	0	0	NA	0	NA	52	60	24	57	33	41	42
"Columbia County, Georgia"	5562	0	0	0	NA	0	NA	59	68	57	33	43	35	45
"Cook County, Georgia"	44	0	0	0	NA	0	NA	32	55	19	43	34	30	41
"Coweta County, Georgia"	2035	144	0.0707616707616708	0	0	144	1	52	59	37	44	41	59	40
"Crawford County, Georgia"	63	0	0	0	NA	0	NA	31	60	21	51	26	47	41
"Crisp County, Georgia"	237	0	0	0	NA	0	NA	42	57	19	70	30	30	41
"Dade County, Georgia"	77	0	0	0	NA	0	NA	53	54	39	41	36	56	41
"Dawson County, Georgia"	152	0	0	0	NA	0	NA	58	35	52	35	36	47	38
"Decatur County, Georgia"	100	0	0	0	NA	0	NA	36	48	27	63	32	32	40
"DeKalb County, Georgia"	38619	625	0.0161837437530749	169	0.2704	224	0.3584	43	49	58	51	54	39	55
"Dodge County, Georgia"	108	7	0.0648148148148148	0	0	0	0	44	60	26	55	27	37	44
"Dooly County, Georgia"	30	0	0	0	NA	0	NA	42	43	18	61	30	20	35
"Dougherty County, Georgia"	693	42	0.0606060606060606	0	0	38	0.904761904761905	54	65	27	64	36	38	63
"Douglas County, Georgia"	2251	7	0.00310972900932919	0	0	0	0	40	64	45	44	43	54	34
"Early County, Georgia"	50	0	0	0	NA	0	NA	49	58	7	64	25	50	34
"Echols County, Georgia"	44	0	0	0	NA	0	NA	19	46	21	43	27	16	43
"Effingham County, Georgia"	487	0	0	0	NA	0	NA	47	50	41	37	37	67	57
"Elbert County, Georgia"	31	0	0	0	NA	0	NA	40	60	27	63	26	42	39
"Emanuel County, Georgia"	58	0	0	0	NA	0	NA	29	61	20	62	32	33	43
"Evans County, Georgia"	43	0	0	0	NA	0	NA	38	29	23	52	36	49	38
"Fannin County, Georgia"	111	0	0	0	NA	0	NA	70	60	37	57	34	34	42
"Fayette County, Georgia"	4329	147	0.033957033957034	79	0.537414965986395	30	0.204081632653061	69	15	60	30	47	60	39
"Floyd County, Georgia"	1268	0	0	0	NA	0	NA	50	62	44	56	35	44	33
"Forsyth County, Georgia"	14143	0	0	36	Inf	0	NA	46	54	62	30	47	62	41
"Franklin County, Georgia"	133	0	0	0	NA	0	NA	40	55	36	62	32	48	36
"Fulton County, Georgia"	59052	1134	0.019203413940256	714	0.62962962962963	188	0.165784832451499	60	18	65	59	51	23	51
"Gilmer County, Georgia"	115	0	0	0	NA	0	NA	45	60	38	49	32	38	38
"Glascock County, Georgia"	0	0	NA	0	NA	0	NA	34	36	25	59	31	41	40
"Glynn County, Georgia"	1096	48	0.0437956204379562	35	0.729166666666667	0	0	56	65	35	55	33	45	42
"Gordon County, Georgia"	617	0	0	0	NA	0	NA	41	52	34	51	35	49	40
"Grady County, Georgia"	65	0	0	0	NA	0	NA	65	60	34	54	35	29	44
"Greene County, Georgia"	84	2	0.0238095238095238	0	0	0	0	68	38	22	50	30	14	34
"Gwinnett County, Georgia"	91934	876	0.00952857484717297	653	0.745433789954338	210	0.23972602739726	42	62	60	28	49	50	42
"Habersham County, Georgia"	1029	26	0.0252672497570457	19	0.730769230769231	16	0.615384615384615	47	46	41	52	38	48	41
"Hall County, Georgia"	3178	0	0	0	NA	0	NA	50	73	55	46	42	44	43
"Hancock County, Georgia"	32	0	0	0	NA	0	NA	22	32	18	54	26	34	43
"Haralson County, Georgia"	228	18	0.0789473684210526	0	0	18	1	45	58	31	53	31	45	35
"Harris County, Georgia"	214	0	0	0	NA	0	NA	62	52	42	30	35	56	50
"Hart County, Georgia"	98	0	0	0	NA	0	NA	37	47	40	54	30	32	42
"Heard County, Georgia"	4	0	0	0	NA	0	NA	32	57	23	56	31	58	31
"Henry County, Georgia"	6424	97	0.0150996264009963	114	1.17525773195876	72	0.742268041237113	47	60	47	35	42	60	35
"Houston County, Georgia"	3760	117	0.0311170212765957	27	0.230769230769231	33	0.282051282051282	50	47	35	50	40	44	44
"Irwin County, Georgia"	6	0	0	0	NA	0	NA	31	61	29	63	27	23	37
"Jackson County, Georgia"	1011	0	0	0	NA	0	NA	35	55	40	40	38	49	40
"Jasper County, Georgia"	54	24	0.444444444444444	8	0.333333333333333	0	0	30	59	27	43	30	58	36
"Jeff Davis County, Georgia"	57	0	0	0	NA	0	NA	36	52	3	61	28	48	39
"Jefferson County, Georgia"	36	0	0	0	NA	0	NA	43	60	30	56	35	39	42
"Jenkins County, Georgia"	9	0	0	0	NA	0	NA	58	60	29	57	28	6	36
"Johnson County, Georgia"	192	0	0	0	NA	0	NA	38	60	19	60	29	21	52
"Jones County, Georgia"	199	10	0.050251256281407	10	1	0	0	44	56	33	39	36	62	32
"Lamar County, Georgia"	114	0	0	0	NA	0	NA	49	58	33	49	33	52	35
"Lanier County, Georgia"	68	45	0.661764705882353	0	0	0	0	26	61	23	54	36	15	41
"Laurens County, Georgia"	496	0	0	0	NA	0	NA	58	59	36	63	29	43	44
"Lee County, Georgia"	676	0	0	0	NA	0	NA	36	60	29	38	37	25	58
"Liberty County, Georgia"	1301	38	0.0292083013066872	22	0.578947368421053	16	0.421052631578947	34	50	23	49	35	24	59
"Lincoln County, Georgia"	35	0	0	0	NA	0	NA	76	60	34	45	32	24	46
"Long County, Georgia"	27	0	0	0	NA	0	NA	20	47	29	48	24	42	53
"Lowndes County, Georgia"	1741	33	0.0189546237794371	8	0.242424242424242	0	0	45	29	46	52	38	40	44
"Lumpkin County, Georgia"	95	0	0	0	NA	0	NA	32	60	33	40	36	40	39
"McDuffie County, Georgia"	12	0	0	0	NA	0	NA	55	55	32	60	33	43	35
"McIntosh County, Georgia"	59	0	0	0	NA	0	NA	36	56	33	52	24	21	36
"Macon County, Georgia"	221	0	0	0	NA	0	NA	32	56	22	66	34	28	40
"Madison County, Georgia"	280	50	0.178571428571429	0	0	44	0.88	38	60	25	44	30	63	53
"Marion County, Georgia"	95	0	0	0	NA	0	NA	28	60	36	62	31	52	36
"Meriwether County, Georgia"	119	0	0	0	NA	0	NA	36	28	19	54	29	49	36
"Miller County, Georgia"	0	0	NA	0	NA	0	NA	79	60	5	60	30	37	30
"Mitchell County, Georgia"	47	0	0	0	NA	0	NA	45	58	22	65	30	46	40
"Monroe County, Georgia"	196	0	0	0	NA	0	NA	41	49	16	47	33	64	26
"Montgomery County, Georgia"	25	0	0	0	NA	0	NA	36	60	23	59	33	23	38
"Morgan County, Georgia"	18	0	0	0	NA	0	NA	82	49	36	43	32	54	29
"Murray County, Georgia"	126	0	0	7	Inf	0	NA	19	72	31	50	35	57	41
"Muscogee County, Georgia"	4570	51	0.0111597374179431	20	0.392156862745098	20	0.392156862745098	66	62	46	55	38	36	62
"Newton County, Georgia"	1186	0	0	0	NA	0	NA	39	57	42	33	38	54	33
"Oconee County, Georgia"	1295	0	0	0	NA	0	NA	68	57	52	24	39	68	53
"Oglethorpe County, Georgia"	136	16	0.117647058823529	0	0	16	1	53	49	29	46	25	62	48
"Paulding County, Georgia"	1261	0	0	0	NA	0	NA	32	66	48	40	42	62	36
"Peach County, Georgia"	271	8	0.029520295202952	0	0	0	0	34	55	27	62	31	32	37
"Pickens County, Georgia"	171	0	0	0	NA	0	NA	39	60	47	56	37	51	35
"Pierce County, Georgia"	83	0	0	0	NA	0	NA	35	49	27	54	32	38	38
"Pike County, Georgia"	70	0	0	0	NA	0	NA	43	71	29	39	35	69	33
"Polk County, Georgia"	341	0	0	0	NA	0	NA	33	28	31	55	36	32	44
"Pulaski County, Georgia"	14	0	0	0	NA	0	NA	31	60	36	57	34	36	37
"Putnam County, Georgia"	8	0	0	0	NA	0	NA	56	49	17	53	30	18	37
"Quitman County, Georgia"	15	0	0	0	NA	0	NA	43	61	22	39	25	39	44
"Rabun County, Georgia"	147	0	0	0	NA	0	NA	78	60	43	53	37	41	44
"Randolph County, Georgia"	138	0	0	0	NA	0	NA	37	60	6	72	32	25	36
"Richmond County, Georgia"	3322	40	0.0120409391932571	61	1.525	31	0.775	64	63	41	61	36	47	44
"Rockdale County, Georgia"	1612	13	0.00806451612903226	0	0	13	1	42	47	47	33	41	55	35
"Schley County, Georgia"	10	0	0	0	NA	0	NA	65	60	32	56	32	30	31
"Screven County, Georgia"	6	0	0	0	NA	0	NA	37	59	21	57	26	34	37
"Seminole County, Georgia"	38	0	0	0	NA	0	NA	44	61	35	49	32	29	37
"Spalding County, Georgia"	520	0	0	0	NA	0	NA	41	56	33	57	35	42	37
"Stephens County, Georgia"	96	0	0	0	NA	0	NA	52	56	43	59	33	49	45
"Stewart County, Georgia"	74	0	0	0	NA	0	NA	55	38	20	57	34	28	38
"Sumter County, Georgia"	429	0	0	0	NA	0	NA	52	78	36	67	31	32	48
"Talbot County, Georgia"	15	0	0	0	NA	0	NA	40	60	30	47	28	2	32
"Taliaferro County, Georgia"	8	0	0	0	NA	0	NA	48	58	5	59	17	30	31
"Tattnall County, Georgia"	52	0	0	0	NA	0	NA	25	37	17	55	34	33	44
"Taylor County, Georgia"	4	0	0	0	NA	0	NA	42	60	26	65	30	11	49
"Telfair County, Georgia"	15	0	0	0	NA	0	NA	26	61	11	62	35	49	49
"Terrell County, Georgia"	39	0	0	0	NA	0	NA	44	60	11	65	33	33	48
"Thomas County, Georgia"	360	0	0	0	NA	0	NA	67	52	46	58	34	46	47
"Tift County, Georgia"	560	0	0	0	NA	0	NA	45	47	41	62	34	47	43
"Toombs County, Georgia"	227	0	0	0	NA	0	NA	52	51	32	63	30	42	43
"Towns County, Georgia"	21	0	0	0	NA	0	NA	77	60	32	53	34	44	42
"Treutlen County, Georgia"	0	0	NA	0	NA	0	NA	42	61	31	65	29	15	35
"Troup County, Georgia"	1170	22	0.0188034188034188	22	1	0	0	68	56	32	55	35	53	42
"Turner County, Georgia"	85	0	0	0	NA	0	NA	42	55	17	65	31	27	38
"Twiggs County, Georgia"	0	0	NA	0	NA	0	NA	58	60	16	44	29	37	28
"Union County, Georgia"	131	0	0	0	NA	0	NA	64	60	64	54	36	42	42
"Upson County, Georgia"	51	0	0	0	NA	0	NA	53	60	31	60	32	39	45
"Walker County, Georgia"	242	0	0	0	NA	0	NA	39	78	27	48	37	49	49
"Walton County, Georgia"	1001	0	0	0	NA	0	NA	44	30	40	33	40	55	39
"Ware County, Georgia"	385	0	0	0	NA	0	NA	57	60	25	62	32	51	47
"Warren County, Georgia"	68	0	0	0	NA	0	NA	44	59	23	60	33	23	35
"Washington County, Georgia"	61	0	0	0	NA	0	NA	39	78	17	63	28	40	40
"Wayne County, Georgia"	25	0	0	0	NA	0	NA	38	50	32	59	27	36	43
"Webster County, Georgia"	0	0	NA	0	NA	0	NA	39	60	13	63	32	24	34
"Wheeler County, Georgia"	18	0	0	0	NA	0	NA	16	60	24	66	31	59	45
"White County, Georgia"	30	0	0	0	NA	0	NA	34	60	53	41	32	45	44
"Whitfield County, Georgia"	1220	18	0.0147540983606557	0	0	18	1	48	53	38	47	40	54	41
"Wilcox County, Georgia"	78	0	0	0	NA	0	NA	26	60	26	57	33	21	35
"Wilkes County, Georgia"	75	0	0	0	NA	0	NA	42	60	4	62	31	41	37
"Wilkinson County, Georgia"	1	0	0	0	NA	0	NA	44	55	15	54	30	54	36
"Worth County, Georgia"	72	0	0	0	NA	0	NA	32	60	19	57	32	21	39
"Hawaii County, Hawaii"	41858	189	0.00451526589899183	130	0.687830687830688	73	0.386243386243386	49	22	53	47	32	38	44
"Honolulu County, Hawaii"	421212	1631	0.00387215938767177	578	0.354383813611281	868	0.532188841201717	42	53	76	32	59	56	66
"Kalawao County, Hawaii"	18	0	0	0	NA	0	NA	0	46	71	57	28	38	67
"Kauai County, Hawaii"	24250	109	0.00449484536082474	56	0.513761467889908	62	0.568807339449541	62	73	64	42	37	53	43
"Maui County, Hawaii"	42569	156	0.00366463858676502	31	0.198717948717949	86	0.551282051282051	50	60	59	45	37	49	46
"Ada County, Idaho"	11069	83	0.00749841900804047	57	0.686746987951807	26	0.313253012048193	59	58	61	42	51	68	54
"Adams County, Idaho"	6	0	0	0	NA	0	NA	45	52	37	51	19	47	41
"Bannock County, Idaho"	1054	25	0.023719165085389	26	1.04	2	0.08	49	65	41	48	43	64	52
"Bear Lake County, Idaho"	63	0	0	0	NA	0	NA	51	50	23	54	25	59	46
"Benewah County, Idaho"	47	1	0.0212765957446809	0	0	0	0	36	50	37	52	40	67	59
